ticker,company_name,sector,industry,current_price,market_cap_billions,total_score,growth_score,value_score,quality_score,momentum_score,sentiment_score,sector_score,revenue_growth,earnings_growth,gross_margin,operating_margin,trailing_pe,forward_pe,price_to_sales,price_to_book,peg_ratio,return_on_equity,debt_to_equity,insider_ownership,institutional_ownership,short_percent,target_price,recommendation,num_analysts,beta,average_volume
PWP,Perella Weinberg Partners,Financial Services,Capital Markets,22.51,2.02930752,38,5,5,14,8,2,4,-0.408,-0.667,0.97038,0.06236,29.618422,18.641823,2.6792545,-4.8398194,,0.30238,92.171,0.02587,1.00112,0.115600005,23.0,2.75,4.0,1.632,910198
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,22.66,4.766069248,38,8,10,6,2,8,4,0.023,-0.082,0.25034,0.14393,15.736111,12.985747,1.2856944,2.1859927,,0.1437,79.862,0.74132,0.32794997,0.1196,26.85714,2.42857,7.0,0.559,819218
SBCF,Seacoast Banking Corporation of,Financial Services,Banks - Regional,34.12,3.337896448,38,14,9,5,2,4,4,0.2,0.167,0.0,0.44192,20.309525,12.498168,5.9975753,1.2450737,,0.0633,,0.01171,0.83309996,0.0478,34.5,2.66667,6.0,0.929,676760
SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,14.48,1.872868864,38,3,15,4,2,2,12,0.066,,0.23917,0.16445999,,21.036728,0.56959,1.0727515,,0.00656,109.361,0.01433,1.19156,0.2522,25.45455,,11.0,1.912,1933031
SHEN,Shenandoah Telecommunications C,Communication Services,Telecom Services,11.29,0.6198,38,3,15,8,2,1,9,0.025,,0.62689996,-0.076519996,,-11.178218,1.7624278,0.6942993,,-0.034,55.986,0.04484,0.80144995,0.0916,26.0,,1.0,0.793,330630
SMA,"SmartStop Self Storage REIT, In",Real Estate,REIT - Industrial,31.45,1.74360512,38,11,9,10,2,2,4,0.181,,0.65831,0.18316999,209.66666,73.364746,6.868075,1.4503113,,-0.0050700004,80.797,0.00056,0.80824995,,38.15,1.5,10.0,,761815
SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,18.75,1.78123456,38,5,15,7,2,5,4,-0.003,-0.326,0.34939998,0.12787,20.833334,8.530909,1.2285647,1.0271721,,0.05171,26.012,0.08868,1.0274,0.0908,28.5,2.0,10.0,0.27,1962758
STEM,"Stem, Inc.",Utilities,Utilities - Renewable,16.62,0.139445264,38,9,7,0,8,4,10,0.305,,0.22051,-0.33609,,-2.557911,0.84538925,-0.59162754,,,,0.04665,0.26409,0.121700004,19.16667,3.0,6.0,1.227,234055
TSLX,"Sixth Street Specialty Lending,",Financial Services,Asset Management,22.14,2.092095488,38,0,9,12,6,7,4,-0.082,0.075,1.0,0.76238996,10.8,11.098412,4.5038567,1.2916398,,0.119090006,113.248,0.00439,0.55825,0.0378,23.75,1.6,10.0,0.709,447591
USA,Liberty All-Star Equity Fund,Financial Services,Asset Management,6.02,1.774540928,38,6,5,15,6,2,4,0.205,-0.347,1.0,0.48429,8.724638,602.0,55.927586,0.8562082,,0.098620005,2.153,0.00093000004,0.14979,0.00029999999,,,,1.035,1369880
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,30.57,3.604120832,38,3,10,7,2,1,15,0.091,,0.80043,-0.2224,,89.41734,5.921237,5.959064,,-0.22167999,86.084,0.0233,1.01792,0.0642,48.85,1.7619,20.0,0.562,2124461
WAFD,"WaFd, Inc.",Financial Services,Banks - Regional,32.6,2.492216064,38,14,9,5,2,4,4,0.098,0.466,0.0,0.466,11.319444,10.07728,3.39324,0.9130885,,0.08031999,,0.01672,0.81888,0.0354,33.375,3.0,4.0,0.851,681246
WTTR,"Select Water Solutions, Inc.",Energy,Oil & Gas Equipment & Services,12.06,1.462467584,38,5,12,5,4,3,9,-0.132,-0.833,0.25879,0.01653,63.473686,33.369305,1.0372927,1.5656239,,0.02311,36.331,0.06999,0.96432996,0.073699996,14.2,,5.0,0.974,757046
XPRO,Expro Group Holdings N.V.,Energy,Oil & Gas Equipment & Services,16.23,1.876077696,38,5,10,7,4,3,9,-0.027,-0.134,0.23954001,0.08151,27.049997,16.731958,1.1289357,1.2281498,,0.04596,12.515,0.01467,1.02614,0.069299996,15.8,,5.0,1.176,1151256
ANRO,"Alto Neuroscience, Inc.",Healthcare,Biotechnology,15.32,0.475936256,37,0,8,5,4,5,15,,,0.0,0.0,,-7.1924877,,3.731125,,-0.45014,22.767,0.06439,0.65628,0.0858,31.125,1.2,8.0,,346575
APA,APA Corporation,Energy,Oil & Gas E&P,26.26,9.395472384,37,0,10,18,0,0,9,-0.164,,0.66542,0.27281,6.282297,11.944724,1.0020769,1.5657048,,0.27427998,66.895,0.00435,0.99209,0.1088,26.25926,2.92857,27.0,0.743,6220078
BETR,Better Home & Finance Holding C,Financial Services,Mortgage Finance,31.53,0.494915008,37,12,6,5,4,6,4,0.513,,1.0,-0.86085,,-15.430695,3.4004261,11.566398,,-8.75532,1321.318,0.34829,0.35644,0.296,40.0,2.33333,1.0,2.014,512546
CFLT,"Confluent, Inc.",Technology,Software - Infrastructure,30.57,10.848940032,37,6,2,7,6,1,15,0.193,,0.74144,-0.27908,,63.63447,9.74617,9.553124,,-0.29619,98.885,0.01203,0.8767,0.0716,30.65,2.77778,20.0,0.952,11547288
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,6.13,1.029280064,37,3,15,9,4,2,4,0.103,,0.54368,-0.08033,,13.509344,1.391344,1.5930353,,-0.07435,0.735,0.06533,0.86237997,0.1162,11.45455,2.15385,11.0,1.38,3450540
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,5.15,0.548862336,37,3,15,4,4,2,9,0.137,,0.26879,-0.01627,,7.8848658,0.37872216,0.9142553,,-0.062589996,30.504,0.03328,0.89419997,0.1251,8.75,2.125,8.0,1.526,1106745
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,39.16,1.143027968,37,0,9,10,6,3,9,-0.032,,0.79945,-0.08193,,-34.09457,3.327302,2.4450548,,-0.02695,7.952,0.0291,0.90915,0.060100004,46.57143,1.0,7.0,1.062,444346
CV,"CapsoVision, Inc.",Healthcare,Medical Devices,5.42,0.253890272,37,6,5,9,0,5,12,0.193,,0.53125,-2.26653,,,19.398706,12.402746,,,4.784,0.40798,0.00882,0.0021,10.5,,2.0,,308868
CVBF,CVB Financial Corporation,Financial Services,Banks - Regional,19.51,2.644615424,37,8,11,5,4,5,4,0.075,0.099,0.0,0.56325,12.835526,10.489247,5.09601,1.1522561,,0.0934,,0.06256,0.79541,0.081999995,23.5,2.66667,5.0,0.693,1254586
FCF,First,Financial Services,Banks - Regional,17.8,1.847034496,37,11,9,7,0,6,4,0.148,0.229,0.0,0.46463,12.027026,9.081632,3.8041458,1.1738328,,0.102919996,,0.02043,0.78041,0.0249,19.33333,2.16667,6.0,0.784,672028
FDUS,Fidus Investment Corporation,Financial Services,Asset Management,19.38,0.705964736,37,0,9,14,4,6,4,-0.029,0.085,1.0,0.68227994,8.282051,10.072764,4.6698203,0.9906962,,0.11925,75.039,0.00887,0.28742,0.0034999999,22.0,,5.0,0.763,283893
FG,"F&G Annuities & Life, Inc.",Financial Services,Insurance - Life,29.4,3.958674688,37,11,10,6,4,2,4,0.173,,0.3479,0.10213,8.546512,5.1838136,0.71211994,0.8204727,,0.09942,45.567,0.02527,0.84378,0.0399,32.0,,2.0,1.51,571148
GEMI,"Gemini Space Station, Inc.",Financial Services,Capital Markets,8.265,0.972408064,37,12,14,0,2,5,4,1.063,,-0.12259,-2.38636,,-2.6554217,5.982982,1.487581,,,159.822,0.07368,0.34872,0.171,18.15,1.9,10.0,,2012835
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,Biotechnology,32.99,2.892114944,37,0,8,10,4,0,15,,,-0.71429,0.52182,,-9.26316,13.462091,2.6483104,,-0.14147,2.495,0.00904,1.10299,0.1172,49.94118,1.36842,17.0,0.05,928246
INSG,Inseego Corp.,Technology,Communication Equipment,11.01,0.168755504,37,0,10,3,10,5,9,-0.151,,0.41312,0.04696,,26.53012,1.0173594,-21.715975,,,,0.03946,0.6365,0.17969999,17.5,1.5,4.0,1.143,208516
KW,Kennedy-Wilson Holdings Inc.,Real Estate,Real Estate Services,9.86,1.359737344,37,6,10,9,4,4,4,0.163,,0.73660004,0.20413,,-9.214952,2.4700043,1.8429906,,0.0059100003,295.917,0.15168001,0.84012,0.0668,10.0,,2.0,1.034,1042136
LBRX,LB Pharmaceuticals Inc,Healthcare,Biotechnology,21.17,0.535581984,37,0,10,5,4,3,15,,,0.0,0.0,,-5.6857705,,1.726472,,,1.182,0.00306,0.97616,0.075100005,44.5,1.25,4.0,,286166
LENZ,"LENZ Therapeutics, Inc.",Healthcare,Biotechnology,17.78,0.55633568,37,0,8,10,2,2,15,,,1.0,-1.51096,,-6.146592,31.79061,2.6212592,,-0.28779,0.492,0.02525,1.0083699,0.4802,54.28571,1.14286,7.0,,1212693
NMCO,Nuveen Municipal Credit Opportunities Fund,Financial Services,Asset Management,10.64,0.587094208,37,6,7,12,6,2,4,0.19,-0.426,1.0,0.83355004,532.0,,9.388954,0.9745375,,0.00182,74.755,0.00014,0.17775999,0.0008,,,,0.947,223893
OBDC,Blue Owl Capital Corporation,Financial Services,Asset Management,12.15,6.209235968,37,3,11,10,2,7,4,0.116,-0.277,1.0,0.7597,8.617022,8.730517,3.4535165,0.8158195,,0.097720005,125.19,0.0026800002,0.49453998,0.0274,14.5,1.58333,12.0,0.697,5054705
OCUL,"Ocular Therapeutix, Inc.",Healthcare,Biotechnology,9.95,2.119822336,37,0,6,5,8,3,15,-0.057,,-2.46871,-4.72346,,-6.722973,38.001225,6.7411923,,-0.81825995,29.822,0.02881,0.89347,0.0602,24.25,1.33333,12.0,0.928,3763015
ORN,"Orion Group Holdings, Inc.",Industrials,Engineering & Construction,12.52,0.499560224,37,5,8,5,6,4,9,-0.007,-0.333,0.13021,0.02085,46.37037,37.41446,0.5976194,3.163214,,0.06315,51.787,0.05849,0.84047997,0.047199998,13.125,1.25,4.0,1.159,258978
PFN,PIMCO Income Strategy Fund II,Financial Services,Asset Management,7.43,0.700455808,37,9,7,17,0,0,4,0.061,0.496,1.0,0.924,Infinity,,8.305636,1.0461841,,0.14388,17.814,0.0,0.18805,,,,,0.604,491185
RCS,"PIMCO Strategic Income Fund, In",Financial Services,Asset Management,5.78,0.270076288,37,6,7,18,2,0,4,0.086,0.165,1.0,0.93267995,8.257143,,9.12574,1.2731278,,0.15118,47.819,0.0,0.15641,,,,,0.982,205096
RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,21.79,2.6960448,37,0,6,4,4,8,15,-0.458,,-1.09583,-5.4615397,,-5.656068,11.23352,5.3524933,,-0.68132,30.275,0.30087,0.59366,0.1025,33.0,1.33333,10.0,0.776,1881551
SATL,Satellogic Inc.,Industrials,Aerospace & Defense,5.24,0.748621632,37,6,0,4,6,6,15,0.29,,0.67046,-2.22461,,-58.222218,50.982132,-9.905482,,,,0.18672001,0.47449002,0.1358,5.0,1.0,1.0,1.358,6343095
SPAI,Safe Pro Group Inc.,Industrials,Aerospace & Defense,5.33,0.111787536,37,0,5,7,4,6,15,-0.693,,0.47094002,-41.486412,,,88.24709,11.897321,,-1.93701,2.621,0.39373,0.08761,0.0525,11.33333,,3.0,,307461
STAG,"Stag Industrial, Inc.",Real Estate,REIT - Industrial,37.28,7.111138304,37,6,5,12,6,4,4,0.107,0.132,0.79783,0.38013,28.676924,42.363636,8.634077,2.0324938,,0.0717,89.63,0.0014,0.94781995,0.038399998,40.90909,2.54545,11.0,1.063,1320561
TCPC,BlackRock TCP Capital Corp.,Financial Services,Asset Management,5.23,0.443718656,37,3,12,10,2,6,4,-0.288,0.134,1.0,0.87296,,5.8599443,2.0250118,0.60080415,,-0.01145,142.106,0.00317,0.25381002,0.038,6.5,3.5,3.0,0.919,898083
TRN,"Trinity Industries, Inc.",Industrials,Railroads,28.7,2.320032256,37,5,8,6,8,1,9,-0.432,-0.028,0.26298,0.21184999,23.333334,17.39394,1.0666325,2.3022623,,0.10106,476.767,0.01235,0.88794,0.056399997,28.5,3.0,2.0,1.451,714295
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,9.31,0.7316784,37,5,9,10,6,3,4,0.0,0.0,0.72078,0.54642,14.323078,8.387387,5.2794456,0.67346644,,0.060739998,270.966,0.06445,0.82914,0.0506,10.4,2.0,5.0,1.578,689060
UDR,"UDR, Inc.",Real Estate,REIT - Residential,36.91,13.896211456,37,16,5,8,2,2,4,0.066,0.976,0.66774005,0.20661,83.88636,65.91071,7.974975,3.777505,,0.03649,144.858,0.00447,1.0369,0.0496,40.36364,2.47826,22.0,0.712,3377276
VREX,Varex Imaging Corporation,Healthcare,Medical Devices,13.95,0.584776064,37,3,12,4,2,4,12,0.113,,0.34395,0.08563,,14.493506,0.6923704,1.2305927,,-0.13575,82.594,0.0146200005,0.96285003,0.023699999,17.2,,5.0,0.861,316900
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,20.17,2.734818048,37,3,10,5,4,0,15,0.075,,0.19452,0.02189,,26.774456,0.91684973,1.3128946,,-0.03573,50.025,0.031089999,1.07743,0.1282,15.0,2.66667,2.0,1.127,1825456
XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,12.27,2.448502784,37,0,10,6,6,3,12,-0.049,,0.51104,0.05088,,8.000105,0.6756354,1.6560941,,-0.44404998,168.742,0.00389,1.1028299,0.08229999,13.03333,2.83333,15.0,1.007,3950450
AES,The AES Corporation,Utilities,Utilities - Diversified,15.04,10.710299648,36,14,8,4,2,4,4,0.019,0.253,0.17265,0.20501,9.894737,6.483597,0.8855879,2.7713284,,0.05106,302.896,0.0046200003,0.91339,0.0344,15.29167,2.28571,12.0,0.969,8116506
AESI,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,11.83,1.96662336,36,0,10,4,6,7,9,-0.147,,0.29453,-0.06883,,-60.666668,1.7602861,1.1960368,,-0.01204,47.705,0.35077998,0.7428,0.1625,11.35455,2.66667,11.0,1.189,2933776
APLD,Applied Digital Corporation,Technology,Information Technology Services,38.07,10.643831808,36,12,2,0,2,8,12,2.501,,0.19615,-0.24455,,-42.536312,40.319683,7.3296113,,-0.07897,125.912,0.15935001,0.63426995,0.3355,45.27273,1.16667,11.0,6.924,31242898
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology,22.5,0.928830592,36,0,8,5,6,2,15,,,0.0,0.0,,-5.751681,,3.0136619,,-0.51839,0.018,0.03128,0.99226,0.23110001,40.23333,1.0,12.0,,403948
BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,26.9,12.46033408,36,5,7,18,0,2,4,-0.054,-0.139,0.59115005,0.2944,15.730993,15.557406,3.2039945,3.0533483,,0.20666,64.03,0.029000001,0.74851996,0.155,30.25882,3.15789,17.0,0.414,4873311
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology,5.93,0.325546944,36,0,6,5,2,8,15,,,0.0,0.0,,-9.883332,,4.0616436,,-0.70171,8.995,0.16758,0.41900003,0.21450001,18.625,1.25,8.0,-0.929,800783
CHCT,Community Healthcare Trust Inco,Real Estate,REIT - Healthcare Facilities,16.92,0.481736512,36,3,9,10,6,4,4,0.049,-0.195,0.80681,0.30868998,,42.3,4.029683,1.0684516,,-0.01658,125.146,0.05865,0.81798,0.024300002,18.0,2.0,5.0,0.724,250698
CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage,12.96,1.07764224,36,0,9,10,6,7,4,-0.759,,0.84836,0.25114,,6.269501,5.6252303,0.408691,,0.020969998,475.408,0.02665,0.56953996,0.0216,14.5,2.6,3.0,1.904,800680
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,6.38,1.134760192,36,0,6,5,6,4,15,,,0.0,0.0,,-15.529538,Infinity,5.40678,,-0.37818,4.707,0.111870006,0.83832,0.2043,13.23077,1.2,13.0,1.264,2179126
CRNC,Cerence Inc.,Technology,Software - Application,11.76,0.529388544,36,3,8,5,4,4,12,0.106,,0.72736,-0.01794,,14.168675,2.1025755,3.3851469,,-0.12828,144.132,0.0255,0.69275004,0.1557,11.33333,,3.0,2.553,1261986
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,6.32,1.43185664,36,3,12,2,6,4,9,0.078,,0.21032,0.07442,,94.795265,0.73939943,1.8250072,,-0.03002,317.493,0.04462,0.97189003,0.035099998,7.75,1.83333,6.0,1.164,755116
CUBE,CubeSmart,Real Estate,REIT - Industrial,37.61,8.621364224,36,3,5,12,8,4,4,0.053,-0.182,0.72111,0.39088002,24.264517,26.272774,7.7632875,3.082787,,0.12413,122.39,0.00813,0.98544997,0.032899998,41.53333,2.47059,15.0,1.12,2184448
DEA,"Easterly Government Properties,",Real Estate,REIT - Office,23.13,1.19221056,36,3,9,9,6,5,4,0.149,-0.818,0.67094004,0.26029,77.09999,88.96154,3.5672286,0.79896367,,0.01049,118.691,0.05934,0.71236,0.0683,23.91667,2.83333,6.0,0.932,521916
EYPT,"EyePoint, Inc.",Healthcare,Biotechnology,14.75,1.221111424,36,0,6,5,8,2,15,-0.908,,0.0,-64.20807,,-5.2227182,28.841291,5.1268682,,-0.98231006,11.62,0.027679998,0.88411003,0.1159,36.08333,1.23077,12.0,1.645,1175688
FFIN,"First Financial Bankshares, Inc",Financial Services,Banks - Regional,31.75,4.546793472,36,11,5,7,4,5,4,0.145,0.185,0.0,0.5729,17.937853,15.191388,7.540363,2.3562152,,0.14392,,0.0381,0.67257005,0.0608,36.2,2.6,5.0,0.849,752748
FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,34.0,3.183491584,36,5,6,16,0,5,4,-0.01,0.005,0.37249002,0.20131999,17.085426,16.513271,2.6539602,5.721979,,0.40932,12.008,0.7468,0.25335,0.1176,35.0,,1.0,0.522,372650
GAB,"Gabelli Equity Trust, Inc. (The",Financial Services,Asset Management,6.05,1.870765952,36,8,5,17,0,2,4,-0.006,1.038,1.0,0.36283,6.722223,,57.20633,1.1176797,,0.14686,5.237,0.00566,0.08116999,0.00059999997,,,,0.784,500066
GOOD,Gladstone Commercial Corporatio,Real Estate,REIT - Diversified,11.52,0.562491136,36,3,7,10,6,6,4,0.041,-0.894,0.77422,0.35553002,60.63158,76.8,3.6231313,3.0164967,,0.06081,239.833,0.01202,0.51249003,0.0505,12.5,2.0,5.0,1.104,535363
GSBD,"Goldman Sachs BDC, Inc.",Financial Services,Asset Management,9.4,1.07266304,36,5,10,10,0,7,4,-0.17,-0.319,1.0,0.81113,8.173913,7.1975493,2.7984436,0.73731273,,0.08754,126.75,0.00145,0.34069002,0.0184,10.3125,,4.0,0.674,1373886
LCID,"Lucid Group, Inc.",Consumer Cyclical,Auto Manufacturers,11.33,3.672828416,36,12,12,2,2,4,4,0.683,,-0.97909,-2.7988,,-1.668139,3.4469402,2.039971,,-0.61119,75.61,0.051810004,0.72424006,0.4483,17.05556,3.1,9.0,0.895,8508736
M,Macy's Inc,Consumer Cyclical,Department Stores,20.02,5.32297984,36,8,10,5,6,3,4,0.002,-0.6,0.4038,0.00773,11.77647,9.038538,0.2343686,1.2298808,,0.11257,121.141,0.00603,0.92468,0.0911,21.9,3.0,10.0,1.454,6750508
MAMA,"Mama's Creations, Inc.",Consumer Defensive,Packaged Foods,15.17,0.616711104,36,14,4,7,0,7,4,0.5,0.0,0.25225002,0.03857,126.41667,50.566666,4.075758,12.434426,,0.12821999,32.195,0.094610006,0.73815,0.0716,17.33333,,6.0,0.798,402153
MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,20.77,6.692093952,36,5,10,12,2,3,4,-0.059,-0.193,0.50466,0.22185,15.734848,11.843328,1.2801543,2.855768,,0.189,118.29,0.00787,1.02537,0.0647,24.0,1.78571,12.0,0.69,3512748
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,7.97,0.282203744,36,0,12,5,8,2,9,-0.156,,0.15531999,0.0162,,16.265305,0.2866759,0.41534212,,-0.08874,52.966,0.03622,0.93675005,0.0301,9.25,,2.0,1.073,299826
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,19.97,1.321187072,36,0,13,5,8,6,4,-0.277,,0.16755,-0.11969,,-399.4,2.2798624,2.5078487,,-0.074,25.882,0.0842,0.78633004,0.3095,35.6875,1.75,8.0,1.335,3311688
MPLT,"MapLight Therapeutics, Inc.",Healthcare,Biotechnology,18.58,0.843030912,36,0,5,5,4,7,15,,,0.0,0.0,,,,-41.28889,,,2.572,0.50759,0.15964,0.024300002,31.0,,4.0,,281621
MTUS,Metallus Inc.,Basic Materials,Steel,19.86,0.8306736,36,9,10,6,4,3,4,0.346,,0.08838,0.03923,,16.794926,0.73413485,1.187444,,-0.011770001,2.25,0.14067,0.84255,0.0631,22.0,,2.0,1.467,336728
MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,5.54,0.516404,36,0,14,9,2,2,9,-0.036,,0.70362,-0.11327,,81.59057,0.62571675,1.3836163,,-0.72522,56.947,0.02863,0.99276,0.15560001,8.12,2.91667,10.0,1.815,1066496
NE,Noble Corporation plc A,Energy,Oil & Gas Drilling,36.01,5.720070144,36,0,10,8,4,5,9,-0.008,,0.38876998,0.14129,25.906473,30.76489,1.7418002,1.261561,,0.04919,43.601,0.20994,0.8503,0.1087,34.5,2.2,10.0,1.11,1651200
NRIX,"Nurix Therapeutics, Inc.",Healthcare,Biotechnology,17.59,1.809008512,36,0,8,5,8,0,15,-0.373,,-2.59797,-11.57651,,-5.4670796,21.616362,3.6327963,,-0.65353996,15.174,0.01092,0.83531,0.1689,29.94118,1.29412,17.0,1.935,1612241
OLMA,"Olema Pharmaceuticals, Inc.",Healthcare,Biotechnology,26.06,2.088967424,36,0,6,5,8,2,15,,,0.0,0.0,,-11.278651,,5.8182626,,-0.59225,1.456,0.02164,0.90145,0.123100005,45.9,1.18182,10.0,1.932,3817911
ONTF,"ON24, Inc.",Technology,Software - Application,7.98,0.338852192,36,0,8,10,0,6,12,-0.047,,0.74982,-0.22600001,,60.226418,2.3972902,2.3574593,,-0.20198,0.947,0.13188,0.74842,0.0254,8.1,,2.0,0.621,322790
PDYN,Palladyne AI Corp.,Technology,Software - Infrastructure,7.0,0.312965952,36,0,3,9,4,5,15,-0.013,,0.57616,-9.377911,,-8.045977,72.01241,5.67721,,-1.10107,19.66,0.26674,0.25033,0.18090001,9.0,,2.0,3.79,2945453
PEBO,Peoples Bancorp Inc.,Financial Services,Banks - Regional,31.96,1.141066752,36,8,10,5,2,7,4,-0.558,0.171,0.0,0.38013,10.688963,9.057493,2.7354136,0.9254379,,0.09212,,0.03348,0.61074,0.0277,34.33333,2.57143,6.0,0.636,211658
PL,Planet Labs PBC,Industrials,Aerospace & Defense,26.35,8.830969856,36,9,0,4,4,4,15,0.326,,0.57954,-0.20854001,,-395.58624,31.264606,23.632288,,-0.31826,131.982,0.01957,0.71981,0.1425,24.37778,1.7,9.0,1.943,12072681
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,27.41,1.862003328,36,0,14,4,4,2,12,-0.037,,0.47244,0.06672,,10.9356985,0.68597233,0.91394085,,-0.45165002,140.694,0.00942,1.2311901,0.2572,38.33333,2.42857,6.0,0.593,1244853
RAPP,"Rapport Therapeutics, Inc.",Healthcare,Biotechnology,26.75,1.274935424,36,0,8,5,6,2,15,,,0.0,0.0,,-7.8064127,,2.4913847,,-0.23409,2.32,0.0468,1.0433,0.1096,52.25,1.11111,8.0,,389376
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,7.39,0.579696256,36,0,8,5,6,2,15,,,0.0,0.0,,-3.5830302,,2.2000594,,-0.96236,28.984,0.02328,1.06485,0.3432,12.57143,1.625,7.0,0.732,1754088
RHI,Robert Half Inc.,Industrials,Staffing & Employment Services,27.09,2.756100352,36,5,8,10,2,2,9,-0.075,-0.329,0.37535,0.0100300005,17.59091,11.154666,0.5049191,2.1042411,,0.11270001,18.722,0.03326,1.0961,0.2467,30.66667,3.27273,9.0,0.841,2212283
RILY,"BRC Group Holdings, Inc.",Financial Services,Financial Conglomerates,9.2,0.281492992,36,12,5,4,6,5,4,0.89,,-0.13774,0.18219,,,0.33103502,-1.0807002,,,,0.31829,0.21617001,0.2733,,,,1.218,1859156
RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,7.71,1.336315648,36,0,8,5,6,2,15,,,0.0,-38.873367,,-4.707908,159.94203,2.190341,,-0.41145,5.484,0.01322,0.97976,0.1565,14.54545,1.16667,11.0,1.555,2266135
RVT,"Royce Value Trust, Inc.",Financial Services,Asset Management,17.45,2.087506176,36,6,5,15,4,2,4,0.19,-0.459,1.0,0.26489002,12.925926,,80.73272,1.0421644,,0.094289996,1.747,0.00081,0.29584998,0.1129,,,,1.246,364745
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,18.52,4.617956352,36,8,7,11,4,2,4,0.073,-0.292,0.66634005,0.31061,25.369864,24.693335,6.1815395,1.6347426,,0.06284,92.011,0.01302,1.00017,0.1266,21.0,2.21429,13.0,0.657,2916120
SITC,SITE Centers Corp.,Real Estate,REIT - Retail,6.11,0.32140416,36,5,15,6,4,2,4,-0.566,,0.62288,-0.14449,11.314815,-8.256757,2.2963674,1.0394692,,0.025409998,80.672,0.05471,1.10182,0.1025,9.375,2.8,4.0,1.16,1434847
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,19.76,1.339774592,36,3,9,4,8,0,12,0.022,,0.53228,-0.08049,,-20.327963,1.33046,10.071356,,-1.09727,341.582,0.0099599995,1.17137,0.1838,25.95238,2.34783,21.0,1.69,1888053
TTI,"Tetra Technologies, Inc.",Industrials,Conglomerates,11.56,1.546112,36,3,6,9,6,3,9,0.081,,0.31749,0.07263,12.565218,43.34946,2.4987466,5.207207,,0.54005,73.575,0.061189998,0.86882,0.0766,12.75,1.25,4.0,1.121,2134353
UAMY,United States Antimony Corporat,Basic Materials,Other Industrial Metals & Mining,8.29,1.160895104,36,12,2,5,6,7,4,2.383,,0.26449,-0.62,,82.9,36.43988,15.045372,,-0.10189,0.37,0.13486,0.36220002,0.19459999,9.66667,1.0,3.0,-0.006,12489471
UWMC,UWM Holdings Corporation,Financial Services,Mortgage Finance,5.7,9.196939264,36,5,6,9,6,6,4,-0.104,,1.0,0.16524,51.81818,12.79289,3.402371,7.5197887,,0.063779995,917.179,0.14674,0.68719,0.1567,6.59375,,8.0,1.929,13050755
VOYG,"Voyager Technologies, Inc.",Industrials,Aerospace & Defense,33.07,1.969245056,36,0,7,5,4,5,15,-0.0,,0.19071,-0.60735,,-29.08915,12.504731,3.3169508,,,1.7,0.05342,0.44638002,0.1082,43.42857,1.42857,7.0,,1772300
ALMS,Alumis Inc.,Healthcare,Biotechnology,26.84,3.346703872,35,0,4,10,2,4,15,,,1.0,-53.72314,,-8.4757805,151.2908,7.279631,,-0.66876,9.823,0.0065499996,0.68628,0.1733,37.25,1.11111,8.0,,2922708
ASIX,AdvanSix Inc.,Basic Materials,Chemicals,16.05,0.431167744,35,5,14,4,6,2,4,-0.06,,0.09982,-0.00545,8.359375,7.9455442,0.28911278,0.5269551,,0.06617,49.695,0.033570003,0.92919,0.031,21.0,2.0,2.0,1.703,519470
AVTR,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,10.81,7.370418688,35,0,12,6,2,3,12,-0.053,,0.33131,0.0848,,11.87873,1.1209421,1.3232955,,-0.014780001,69.26,0.013839999,1.02553,0.060100004,13.03571,2.77778,14.0,0.925,10365065
